OrderNumber,WarehouseCode,Order Date,Ship Date,Category,Sales Channel,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Sales,Quantity,Discount,Profit
SO - 0009444,WARE-MKL1006,17-02-2017,20-02-2017,Furniture,In-Store,USD,4,43,159,20,455.97,5,0.4,-106.393
SO - 0009445,WARE-NBV1002,17-02-2017,20-02-2017,Office Supplies,Online,USD,26,25,353,12,5.715,5,0.7,-4.7625
SO - 0009446,WARE-UHY1004,17-02-2017,20-02-2017,Technology,Wholesale,USD,4,10,199,20,57.594,1,0.4,-11.5188
SO - 0009447,WARE-MKL1006,17-02-2017,20-02-2017,Furniture,In-Store,USD,17,45,182,22,30.144,2,0.2,8.2896
SO - 0009448,WARE-NMK1003,17-02-2017,20-02-2017,Furniture,In-Store,USD,1,19,358,13,899.43,5,0.3,-12.849
SO - 0009449,WARE-NMK1003,22-12-2016,28-12-2016,Furniture,In-Store,USD,23,17,80,47,842.72,8,0,202.2528
SO - 0009450,WARE-PUJ1005,22-12-2016,28-12-2016,Furniture,In-Store,USD,25,39,140,29,41.96,2,0,10.9096
SO - 0009451,WARE-PUJ1005,23-09-2016,27-09-2016,Office Supplies,Online,USD,6,11,146,41,13.216,4,0.2,4.4604
SO - 0009452,WARE-NMK1003,23-09-2016,27-09-2016,Furniture,In-Store,USD,25,23,104,22,184.752,3,0.2,-20.7846
SO - 0009453,WARE-XYS1001,24-09-2017,26-09-2017,Furniture,In-Store,USD,12,12,185,23,520.464,2,0.3,-14.8704
SO - 0009454,WARE-UHY1004,24-09-2017,26-09-2017,Office Supplies,Online,USD,23,44,51,6,11.424,3,0.2,3.7128
SO - 0009455,WARE-XYS1001,01-12-2015,05-12-2015,Office Supplies,Online,USD,21,31,190,29,19.44,3,0,9.3312
SO - 0009456,WARE-NMK1003,01-12-2015,05-12-2015,Office Supplies,Online,USD,26,19,355,27,3.64,2,0,1.0192
SO - 0009457,WARE-PUJ1005,01-12-2015,05-12-2015,Office Supplies,Online,USD,28,20,205,19,18.54,2,0,8.7138
SO - 0009458,WARE-UHY1004,25-01-2016,28-01-2016,Office Supplies,Online,USD,15,44,334,45,43.12,5,0.2,15.092
SO - 0009459,WARE-NMK1003,25-01-2016,28-01-2016,Furniture,In-Store,USD,13,30,242,28,313.722,3,0.4,-99.3453
SO - 0009460,WARE-UHY1004,25-01-2016,28-01-2016,Furniture,In-Store,USD,4,47,162,24,45.98,1,0,7.8166
SO - 0009461,WARE-NBV1002,25-01-2016,28-01-2016,Office Supplies,Online,USD,4,26,255,12,428.68,7,0,0
SO - 0009462,WARE-XYS1001,21-03-2017,25-03-2017,Office Supplies,Online,USD,26,17,24,32,30.576,6,0.2,10.3194
SO - 0009463,WARE-NMK1003,21-03-2017,25-03-2017,Office Supplies,Online,USD,8,44,278,41,13.02,7,0,0.3906
SO - 0009464,WARE-MKL1006,21-03-2017,25-03-2017,Furniture,In-Store,USD,5,13,258,27,22.14,3,0,6.4206
SO - 0009465,WARE-XYS1001,21-03-2017,25-03-2017,Office Supplies,Online,USD,27,13,183,23,359.32,4,0,7.1864
SO - 0009466,WARE-PUJ1005,22-08-2014,25-08-2014,Office Supplies,Online,USD,3,9,58,1,11.56,2,0,5.6644
SO - 0009467,WARE-XYS1001,08-06-2014,13-06-2014,Office Supplies,Online,USD,26,18,83,3,68.48,2,0.2,25.68
SO - 0009468,WARE-PUJ1005,08-06-2014,13-06-2014,Office Supplies,Online,USD,23,1,120,29,1676.88,6,0,83.844
SO - 0009469,WARE-NMK1003,07-04-2016,09-04-2016,Office Supplies,Online,USD,18,38,288,40,37.94,2,0,18.2112
SO - 0009470,WARE-MKL1006,07-11-2017,09-11-2017,Furniture,In-Store,USD,5,43,19,35,272.97,3,0,43.6752
SO - 0009471,WARE-XYS1001,29-05-2015,31-05-2015,Furniture,In-Store,USD,16,14,191,33,41.568,4,0.2,-4.1568
SO - 0009472,WARE-UHY1004,29-05-2015,31-05-2015,Furniture,In-Store,USD,12,36,278,23,317.058,3,0.3,-86.0586
SO - 0009473,WARE-NMK1003,29-05-2015,31-05-2015,Office Supplies,Online,USD,6,21,294,4,8.04,5,0.2,2.9145
SO - 0009474,WARE-PUJ1005,07-05-2017,11-05-2017,Technology,Wholesale,USD,18,41,120,32,419.944,7,0.2,52.493
SO - 0009475,WARE-NMK1003,05-06-2016,09-06-2016,Office Supplies,Online,USD,28,38,357,7,61.38,6,0,15.9588
SO - 0009476,WARE-PUJ1005,14-12-2015,19-12-2015,Technology,Wholesale,USD,27,22,296,35,50,2,0,10.5
SO - 0009477,WARE-PUJ1005,25-12-2017,29-12-2017,Technology,Wholesale,USD,14,4,248,39,31.8,3,0,13.674
SO - 0009478,WARE-XYS1001,17-12-2017,21-12-2017,Office Supplies,Online,USD,15,21,333,2,32.56,2,0,8.4656
SO - 0009479,WARE-UHY1004,10-05-2016,15-05-2016,Office Supplies,Online,USD,13,17,322,22,7.072,2,0.2,2.3868
SO - 0009480,WARE-NMK1003,23-12-2014,27-12-2014,Office Supplies,Online,USD,19,36,153,31,45.528,3,0.2,15.9348
SO - 0009481,WARE-PUJ1005,23-12-2014,27-12-2014,Furniture,In-Store,USD,12,16,46,32,64.784,1,0.2,6.4784
SO - 0009482,WARE-NMK1003,23-12-2014,27-12-2014,Office Supplies,Online,USD,15,40,351,4,424.272,2,0.2,-10.6068
SO - 0009483,WARE-MKL1006,23-12-2014,27-12-2014,Office Supplies,Online,USD,3,8,293,40,1.344,1,0.2,0.504
SO - 0009484,WARE-XYS1001,23-12-2014,27-12-2014,Office Supplies,Online,USD,28,30,256,13,83.92,5,0.2,-1.049
SO - 0009485,WARE-UHY1004,11-08-2017,16-08-2017,Office Supplies,Online,USD,18,48,148,31,25.92,4,0,12.4416
SO - 0009486,WARE-UHY1004,27-08-2017,31-08-2017,Furniture,In-Store,USD,13,13,6,38,120.576,8,0.2,33.1584
SO - 0009487,WARE-PUJ1005,19-01-2017,23-01-2017,Office Supplies,Online,USD,23,47,62,1,79.92,4,0,37.5624
SO - 0009488,WARE-NMK1003,19-01-2017,23-01-2017,Office Supplies,Online,USD,16,6,61,3,12.28,1,0,5.7716
SO - 0009489,WARE-MKL1006,19-01-2017,23-01-2017,Office Supplies,Online,USD,3,50,188,37,542.94,3,0,152.0232
SO - 0009490,WARE-PUJ1005,19-01-2017,23-01-2017,Office Supplies,Online,USD,28,32,150,7,2.04,1,0,0.9588
SO - 0009491,WARE-NBV1002,19-06-2015,24-06-2015,Office Supplies,Online,USD,25,30,39,46,228.92,5,0.2,14.3075
SO - 0009492,WARE-UHY1004,13-03-2017,16-03-2017,Technology,Wholesale,USD,15,46,102,22,7.992,1,0.2,2.5974
SO - 0009493,WARE-NMK1003,25-10-2015,25-10-2015,Furniture,In-Store,USD,3,29,236,3,582.336,8,0.2,-29.1168
SO - 0009494,WARE-PUJ1005,20-09-2014,23-09-2014,Technology,Wholesale,USD,17,13,312,12,629.95,5,0,157.4875
SO - 0009495,WARE-PUJ1005,20-09-2014,23-09-2014,Furniture,In-Store,USD,7,44,183,6,631.782,2,0.1,140.396
SO - 0009496,WARE-NMK1003,20-09-2014,23-09-2014,Furniture,In-Store,USD,3,4,69,41,801.568,2,0.2,-10.0196
SO - 0009497,WARE-XYS1001,20-09-2014,23-09-2014,Office Supplies,Online,USD,21,22,330,24,75.18,6,0,35.3346
SO - 0009498,WARE-UHY1004,20-09-2014,23-09-2014,Office Supplies,Online,USD,22,38,137,3,30.98,1,0,8.0548
SO - 0009499,WARE-XYS1001,20-09-2014,23-09-2014,Technology,Wholesale,USD,23,13,119,21,1349.91,9,0,661.4559
SO - 0009500,WARE-UHY1004,11-11-2016,15-11-2016,Office Supplies,Online,USD,15,19,283,43,14.112,6,0.2,1.2348
SO - 0009501,WARE-NMK1003,16-09-2015,21-09-2015,Office Supplies,Online,USD,7,20,81,30,31.12,4,0,14.6264
SO - 0009502,WARE-XYS1001,24-06-2014,28-06-2014,Furniture,In-Store,USD,10,27,165,7,4.272,2,0.2,0.9612
SO - 0009503,WARE-UHY1004,12-08-2016,17-08-2016,Furniture,In-Store,USD,7,14,87,2,209.148,2,0.4,-66.2302
SO - 0009504,WARE-NMK1003,12-08-2016,17-08-2016,Office Supplies,Online,USD,28,30,323,39,1591.02,6,0,286.3836
SO - 0009505,WARE-UHY1004,13-04-2017,17-04-2017,Office Supplies,Online,USD,21,11,225,2,7.92,5,0.2,1.683
SO - 0009506,WARE-PUJ1005,14-03-2014,17-03-2014,Technology,Wholesale,USD,11,4,138,37,574.91,2,0.3,156.047
SO - 0009507,WARE-MKL1006,14-03-2014,17-03-2014,Office Supplies,Online,USD,20,45,143,43,8.448,2,0.2,2.64
SO - 0009508,WARE-NBV1002,22-09-2017,24-09-2017,Technology,Wholesale,USD,2,6,316,9,1071,9,0,171.36
SO - 0009509,WARE-PUJ1005,22-09-2017,24-09-2017,Furniture,In-Store,USD,11,33,216,14,12.07,1,0,3.9831
SO - 0009510,WARE-UHY1004,10-12-2017,13-12-2017,Office Supplies,Online,USD,2,46,342,12,3.273,1,0.7,-2.5093
SO - 0009511,WARE-NMK1003,10-12-2017,13-12-2017,Furniture,In-Store,USD,2,12,190,45,87.92,5,0.2,15.386
SO - 0009512,WARE-UHY1004,10-03-2016,14-03-2016,Office Supplies,Online,USD,6,48,122,40,104.696,1,0.2,6.5435
SO - 0009513,WARE-NBV1002,27-01-2015,29-01-2015,Furniture,In-Store,USD,16,43,319,6,2803.92,5,0.2,0
SO - 0009514,WARE-XYS1001,26-09-2016,27-09-2016,Office Supplies,Online,USD,22,23,96,24,6.816,2,0.8,-11.5872
SO - 0009515,WARE-NMK1003,18-10-2015,22-10-2015,Technology,Wholesale,USD,7,25,96,11,249.584,2,0.2,15.599
SO - 0009516,WARE-MKL1006,18-10-2015,22-10-2015,Office Supplies,Online,USD,20,39,66,9,17.94,3,0,8.7906
SO - 0009517,WARE-XYS1001,18-10-2015,22-10-2015,Furniture,In-Store,USD,11,42,128,37,10.11,3,0,3.2352
SO - 0009518,WARE-PUJ1005,27-10-2014,01-11-2014,Office Supplies,Online,USD,24,20,1,41,10.368,2,0.2,3.6288
SO - 0009519,WARE-XYS1001,27-10-2014,01-11-2014,Office Supplies,Online,USD,26,10,273,25,11.952,3,0.2,4.0338
SO - 0009520,WARE-PUJ1005,02-10-2017,04-10-2017,Office Supplies,Online,USD,16,17,309,24,15.224,2,0.8,-38.8212
SO - 0009521,WARE-NMK1003,02-10-2017,04-10-2017,Office Supplies,Online,USD,13,21,103,30,21.984,6,0.8,-56.0592
SO - 0009522,WARE-MKL1006,23-07-2014,27-07-2014,Technology,Wholesale,USD,24,8,258,10,604.752,6,0.2,60.4752
SO - 0009523,WARE-XYS1001,23-07-2014,27-07-2014,Office Supplies,Online,USD,10,31,149,47,40.7,5,0,11.803
SO - 0009524,WARE-UHY1004,23-07-2014,27-07-2014,Technology,Wholesale,USD,1,5,298,35,302.376,3,0.2,37.797
SO - 0009525,WARE-NMK1003,23-07-2014,27-07-2014,Technology,Wholesale,USD,27,11,273,7,45,3,0,4.95
SO - 0009526,WARE-PUJ1005,12-09-2014,17-09-2014,Furniture,In-Store,USD,26,35,161,12,3785.292,6,0.1,420.588
SO - 0009527,WARE-NMK1003,15-09-2016,20-09-2016,Office Supplies,Online,USD,17,26,29,16,35.4,5,0,13.452
SO - 0009528,WARE-PUJ1005,27-11-2014,01-12-2014,Furniture,In-Store,USD,1,10,151,22,199.9,5,0,39.98
SO - 0009529,WARE-PUJ1005,11-05-2014,16-05-2014,Furniture,In-Store,USD,24,50,125,45,1212.96,8,0.3,-69.312
SO - 0009530,WARE-XYS1001,28-08-2015,01-09-2015,Technology,Wholesale,USD,22,24,261,7,1099.96,5,0.2,82.497
SO - 0009531,WARE-UHY1004,28-08-2015,01-09-2015,Furniture,In-Store,USD,24,1,115,45,103.481,1,0.3,-16.2613
SO - 0009532,WARE-NMK1003,19-06-2015,19-06-2015,Office Supplies,Online,USD,4,22,294,1,5.904,2,0.2,1.9926
SO - 0009533,WARE-PUJ1005,17-08-2015,23-08-2015,Technology,Wholesale,USD,10,15,56,14,30.08,2,0.2,-5.264
SO - 0009534,WARE-NMK1003,17-08-2015,23-08-2015,Office Supplies,Online,USD,6,38,218,13,36.288,7,0.2,12.7008
SO - 0009535,WARE-MKL1006,17-08-2015,23-08-2015,Office Supplies,Online,USD,2,45,351,23,10.272,3,0.2,1.1556
SO - 0009536,WARE-XYS1001,17-08-2015,23-08-2015,Technology,Wholesale,USD,13,42,90,3,252.8,4,0.2,-31.6
SO - 0009537,WARE-UHY1004,25-09-2015,25-09-2015,Office Supplies,Online,USD,23,9,345,28,2.946,2,0.7,-2.0622
SO - 0009538,WARE-UHY1004,26-05-2017,31-05-2017,Office Supplies,Online,USD,20,6,42,16,12.96,2,0,6.2208
SO - 0009539,WARE-PUJ1005,31-07-2017,05-08-2017,Technology,Wholesale,USD,25,1,362,27,285.576,4,0.4,-57.1152
SO - 0009540,WARE-NMK1003,12-10-2014,17-10-2014,Office Supplies,Online,USD,4,8,233,7,22.24,2,0.2,2.502
SO - 0009541,WARE-MKL1006,25-05-2014,29-05-2014,Office Supplies,Online,USD,20,19,220,21,14.62,2,0,6.7252
SO - 0009542,WARE-PUJ1005,29-12-2014,31-12-2014,Office Supplies,Online,USD,18,10,332,34,48.36,5,0.2,6.045
SO - 0009543,WARE-NBV1002,07-04-2017,11-04-2017,Office Supplies,Online,USD,21,49,211,44,16.256,2,0.2,1.2192
SO - 0009544,WARE-UHY1004,07-04-2017,11-04-2017,Technology,Wholesale,USD,24,44,90,38,219.184,2,0.2,19.1786
SO - 0009545,WARE-NMK1003,01-03-2015,02-03-2015,Technology,Wholesale,USD,21,30,316,30,95.84,4,0.2,34.742
SO - 0009546,WARE-PUJ1005,29-05-2015,03-06-2015,Office Supplies,Online,USD,5,37,28,2,12.39,3,0,5.6994
SO - 0009547,WARE-PUJ1005,22-09-2016,28-09-2016,Office Supplies,Online,USD,10,8,162,25,35.88,6,0,16.146
SO - 0009548,WARE-NMK1003,27-05-2017,03-06-2017,Furniture,In-Store,USD,18,13,279,29,477.3,5,0,138.417
SO - 0009549,WARE-XYS1001,17-09-2016,23-09-2016,Office Supplies,Online,USD,18,2,91,30,12.32,4,0,5.9136
SO - 0009550,WARE-UHY1004,08-09-2014,13-09-2014,Office Supplies,Online,USD,25,42,139,45,8.608,2,0.2,3.0128
SO - 0009551,WARE-XYS1001,03-06-2017,07-06-2017,Office Supplies,Online,USD,7,40,146,8,136.26,9,0,5.4504
SO - 0009552,WARE-UHY1004,28-09-2015,05-10-2015,Office Supplies,Online,USD,1,40,194,36,186.15,3,0,55.845
SO - 0009553,WARE-NMK1003,28-09-2015,05-10-2015,Office Supplies,Online,USD,18,17,100,10,81.792,6,0.2,26.5824
SO - 0009554,WARE-XYS1001,28-09-2015,05-10-2015,Office Supplies,Online,USD,15,23,214,14,47.19,3,0,13.6851
SO - 0009555,WARE-UHY1004,28-09-2015,05-10-2015,Technology,Wholesale,USD,18,28,77,10,36.784,2,0.2,-8.2764
SO - 0009556,WARE-NMK1003,16-06-2016,19-06-2016,Technology,Wholesale,USD,9,41,29,35,91.475,1,0.5,-1.8295
SO - 0009557,WARE-UHY1004,27-05-2017,03-06-2017,Technology,Wholesale,USD,21,29,329,13,27.192,3,0.2,0.3399
SO - 0009558,WARE-PUJ1005,27-05-2017,03-06-2017,Office Supplies,Online,USD,22,11,41,16,12.06,5,0.7,-10.05
SO - 0009559,WARE-MKL1006,09-10-2014,14-10-2014,Office Supplies,Online,USD,19,11,240,28,144.6,3,0,41.934
SO - 0009560,WARE-NBV1002,09-10-2014,14-10-2014,Technology,Wholesale,USD,4,19,331,11,15.992,1,0.2,-2.9985
SO - 0009561,WARE-XYS1001,17-11-2014,22-11-2014,Office Supplies,Online,USD,21,29,85,4,34.44,3,0,17.22
SO - 0009562,WARE-XYS1001,19-10-2014,24-10-2014,Technology,Wholesale,USD,17,18,349,20,321.552,6,0.2,20.097
SO - 0009563,WARE-MKL1006,25-11-2017,30-11-2017,Furniture,In-Store,USD,22,27,311,8,701.96,2,0,168.4704
SO - 0009564,WARE-NBV1002,27-02-2014,03-03-2014,Office Supplies,Online,USD,9,22,162,16,19.456,4,0.2,3.4048
SO - 0009565,WARE-PUJ1005,21-12-2014,25-12-2014,Office Supplies,Online,USD,28,29,181,27,17.28,6,0,7.9488
SO - 0009566,WARE-NMK1003,19-11-2016,23-11-2016,Furniture,In-Store,USD,19,3,283,36,31.96,2,0,1.598
SO - 0009567,WARE-NBV1002,05-11-2017,10-11-2017,Office Supplies,Online,USD,7,28,307,4,164.688,6,0.2,55.5822
SO - 0009568,WARE-NMK1003,05-11-2017,10-11-2017,Furniture,In-Store,USD,27,11,141,4,166.5,2,0.4,-66.6
SO - 0009569,WARE-PUJ1005,05-11-2017,10-11-2017,Office Supplies,Online,USD,28,49,72,2,12.96,2,0,6.2208
SO - 0009570,WARE-PUJ1005,05-11-2017,10-11-2017,Office Supplies,Online,USD,2,47,120,23,110.96,2,0,53.2608
SO - 0009571,WARE-NMK1003,05-11-2017,10-11-2017,Technology,Wholesale,USD,7,50,152,32,99.98,2,0,3.9992
SO - 0009572,WARE-NMK1003,05-11-2017,10-11-2017,Office Supplies,Online,USD,22,42,57,3,11.424,1,0.2,3.7128
SO - 0009573,WARE-PUJ1005,05-11-2017,10-11-2017,Furniture,In-Store,USD,12,21,228,1,128.124,2,0.1,24.2012
SO - 0009574,WARE-PUJ1005,05-11-2017,10-11-2017,Furniture,In-Store,USD,6,41,37,4,101.4,5,0,38.532
SO - 0009575,WARE-NMK1003,31-05-2015,05-06-2015,Office Supplies,Online,USD,22,50,76,21,5.904,2,0.2,1.9926
SO - 0009576,WARE-UHY1004,31-05-2015,05-06-2015,Office Supplies,Online,USD,19,13,255,18,173.488,7,0.2,54.215
SO - 0009577,WARE-NBV1002,31-05-2015,05-06-2015,Furniture,In-Store,USD,15,9,186,22,51.56,2,0.6,-61.872
SO - 0009578,WARE-MKL1006,31-05-2015,05-06-2015,Office Supplies,Online,USD,1,35,68,40,3.564,3,0.8,-6.237
SO - 0009579,WARE-NMK1003,07-09-2014,14-09-2014,Office Supplies,Online,USD,8,1,364,13,13.16,5,0.2,4.1125
SO - 0009580,WARE-XYS1001,07-09-2014,14-09-2014,Office Supplies,Online,USD,13,17,174,44,3.828,3,0.8,-6.5076
SO - 0009581,WARE-NMK1003,07-09-2014,14-09-2014,Office Supplies,Online,USD,13,35,2,1,304.99,5,0.8,-533.7325
SO - 0009582,WARE-UHY1004,06-11-2017,12-11-2017,Office Supplies,Online,USD,15,6,157,35,18.16,2,0.2,1.816
SO - 0009583,WARE-NMK1003,20-06-2015,24-06-2015,Technology,Wholesale,USD,3,6,106,46,319.984,2,0.2,91.9954
SO - 0009584,WARE-UHY1004,22-07-2014,28-07-2014,Office Supplies,Online,USD,4,15,277,37,19.68,6,0,6.4944
SO - 0009585,WARE-PUJ1005,02-12-2016,04-12-2016,Furniture,In-Store,USD,5,20,328,39,781.864,10,0.32,-137.976
SO - 0009586,WARE-PUJ1005,02-12-2016,04-12-2016,Office Supplies,Online,USD,12,28,302,27,30.816,9,0.2,9.63
SO - 0009587,WARE-NBV1002,12-10-2017,12-10-2017,Furniture,In-Store,USD,15,16,65,5,673.344,3,0.3,-76.9536
SO - 0009588,WARE-XYS1001,11-12-2017,13-12-2017,Office Supplies,Online,USD,1,15,40,42,6.54,3,0,2.1582
SO - 0009589,WARE-NMK1003,01-10-2015,04-10-2015,Technology,Wholesale,USD,13,41,4,12,572.8,2,0.2,50.12
SO - 0009590,WARE-NBV1002,05-08-2016,11-08-2016,Office Supplies,Online,USD,1,16,56,8,197.05,7,0,59.115
SO - 0009591,WARE-MKL1006,03-01-2017,07-01-2017,Office Supplies,Online,USD,20,19,139,42,2022.272,8,0.2,682.5168
SO - 0009592,WARE-NBV1002,03-01-2017,07-01-2017,Office Supplies,Online,USD,14,21,70,5,9.12,3,0,3.1008
SO - 0009593,WARE-UHY1004,07-11-2017,07-11-2017,Office Supplies,Online,USD,1,43,360,8,38.16,9,0,19.08
SO - 0009594,WARE-MKL1006,03-01-2016,08-01-2016,Furniture,In-Store,USD,17,21,321,2,1592.85,7,0,350.427
SO - 0009595,WARE-NMK1003,03-01-2016,08-01-2016,Office Supplies,Online,USD,10,37,214,27,11.88,2,0,5.346
SO - 0009596,WARE-NMK1003,12-05-2016,16-05-2016,Technology,Wholesale,USD,20,33,268,13,120,6,0,46.8
SO - 0009597,WARE-PUJ1005,12-05-2016,16-05-2016,Office Supplies,Online,USD,7,21,54,12,8.67,1,0,2.3409
SO - 0009598,WARE-PUJ1005,05-11-2017,07-11-2017,Office Supplies,Online,USD,19,48,95,12,4.41,1,0,2.0286
SO - 0009599,WARE-NMK1003,05-11-2017,07-11-2017,Office Supplies,Online,USD,4,33,11,41,167.94,3,0,82.2906
SO - 0009600,WARE-XYS1001,05-11-2017,07-11-2017,Office Supplies,Online,USD,19,26,304,38,67.8,10,0,31.188
SO - 0009601,WARE-UHY1004,26-05-2016,30-05-2016,Furniture,In-Store,USD,22,12,288,30,26.94,3,0,11.3148
SO - 0009602,WARE-XYS1001,20-11-2015,24-11-2015,Furniture,In-Store,USD,24,30,291,20,32.04,3,0,8.01
SO - 0009603,WARE-NMK1003,22-04-2016,29-04-2016,Office Supplies,Online,USD,17,38,123,36,32.13,9,0,8.3538
SO - 0009604,WARE-PUJ1005,22-04-2016,29-04-2016,Office Supplies,Online,USD,20,23,166,14,2.88,1,0,0.8064
SO - 0009605,WARE-UHY1004,14-10-2016,18-10-2016,Technology,Wholesale,USD,18,46,204,40,1091.93,7,0,272.9825
SO - 0009606,WARE-NMK1003,14-10-2016,18-10-2016,Office Supplies,Online,USD,18,15,295,1,111.96,2,0,54.8604
SO - 0009607,WARE-UHY1004,05-04-2014,07-04-2014,Office Supplies,Online,USD,12,34,207,26,26.7,2,0,7.476
SO - 0009608,WARE-NBV1002,05-04-2014,07-04-2014,Office Supplies,Online,USD,25,45,75,24,40.2,5,0,18.09
SO - 0009609,WARE-XYS1001,05-04-2014,07-04-2014,Office Supplies,Online,USD,12,15,77,42,13.89,3,0,4.5837
SO - 0009610,WARE-NMK1003,05-04-2014,07-04-2014,Office Supplies,Online,USD,22,19,134,3,689.82,6,0,20.6946
SO - 0009611,WARE-MKL1006,06-08-2016,11-08-2016,Office Supplies,Online,USD,21,1,211,47,38.34,9,0,15.7194
SO - 0009612,WARE-XYS1001,14-12-2014,16-12-2014,Office Supplies,Online,USD,24,15,127,27,9.264,3,0.8,-13.896
SO - 0009613,WARE-PUJ1005,30-05-2017,03-06-2017,Furniture,In-Store,USD,24,50,194,33,204.6664,1,0.32,-6.0196
SO - 0009614,WARE-XYS1001,14-10-2016,19-10-2016,Technology,Wholesale,USD,18,39,157,42,1649.75,5,0,544.4175
SO - 0009615,WARE-PUJ1005,14-03-2014,18-03-2014,Office Supplies,Online,USD,23,30,211,47,91.056,6,0.2,31.8696
SO - 0009616,WARE-NMK1003,17-02-2014,24-02-2014,Office Supplies,Online,USD,1,31,19,20,54.208,14,0.2,8.8088
SO - 0009617,WARE-MKL1006,24-08-2015,26-08-2015,Technology,Wholesale,USD,17,14,201,35,26.982,3,0.4,4.0473
SO - 0009618,WARE-XYS1001,24-08-2015,26-08-2015,Office Supplies,Online,USD,26,26,76,8,6.912,3,0.2,2.5056
SO - 0009619,WARE-UHY1004,24-08-2015,26-08-2015,Office Supplies,Online,USD,22,40,354,12,435.504,3,0.2,48.9942
SO - 0009620,WARE-NMK1003,08-05-2017,12-05-2017,Office Supplies,Online,USD,24,43,343,27,81.08,4,0,22.7024
SO - 0009621,WARE-PUJ1005,04-02-2016,09-02-2016,Office Supplies,Online,USD,4,5,365,41,93.02,2,0,3.7208
SO - 0009622,WARE-NMK1003,19-12-2014,25-12-2014,Technology,Wholesale,USD,17,28,309,17,323.976,3,0.2,36.4473
SO - 0009623,WARE-PUJ1005,19-12-2014,25-12-2014,Office Supplies,Online,USD,1,21,151,13,15.552,3,0.2,5.4432
SO - 0009624,WARE-PUJ1005,19-12-2014,25-12-2014,Office Supplies,Online,USD,9,4,296,46,32.592,3,0.2,-7.7406
SO - 0009625,WARE-XYS1001,05-12-2017,06-12-2017,Office Supplies,Online,USD,5,23,364,25,83.92,5,0.2,29.372
SO - 0009626,WARE-UHY1004,05-12-2017,06-12-2017,Furniture,In-Store,USD,6,35,95,8,199.9,5,0,39.98
SO - 0009627,WARE-NMK1003,05-12-2017,06-12-2017,Technology,Wholesale,USD,12,25,65,34,31.176,3,0.2,-7.0146
SO - 0009628,WARE-PUJ1005,05-12-2017,06-12-2017,Office Supplies,Online,USD,28,21,255,11,172.752,6,0.2,60.4632
SO - 0009629,WARE-NMK1003,05-12-2017,06-12-2017,Office Supplies,Online,USD,2,48,7,6,9.296,2,0.2,3.0212
SO - 0009630,WARE-MKL1006,24-03-2017,25-03-2017,Office Supplies,Online,USD,3,50,125,21,12.768,2,0.2,0.9576
SO - 0009631,WARE-XYS1001,08-07-2017,12-07-2017,Office Supplies,Online,USD,27,30,255,41,52.76,2,0,24.2696
SO - 0009632,WARE-UHY1004,26-10-2017,31-10-2017,Office Supplies,Online,USD,22,27,41,6,55.616,2,0.2,5.5616
SO - 0009633,WARE-UHY1004,27-10-2016,31-10-2016,Furniture,In-Store,USD,20,31,41,32,427.644,14,0.1,80.7772
SO - 0009634,WARE-PUJ1005,27-10-2016,31-10-2016,Office Supplies,Online,USD,12,5,107,12,40.67,7,0,12.6077
SO - 0009635,WARE-NMK1003,27-10-2016,31-10-2016,Office Supplies,Online,USD,20,10,147,17,33.48,2,0,1.3392
SO - 0009636,WARE-MKL1006,27-10-2016,31-10-2016,Office Supplies,Online,USD,16,15,206,14,9.728,2,0.2,3.2832
SO - 0009637,WARE-PUJ1005,12-06-2017,14-06-2017,Furniture,In-Store,USD,9,1,115,32,8.856,3,0.6,-6.8634
SO - 0009638,WARE-NBV1002,25-09-2016,27-09-2016,Furniture,In-Store,USD,24,8,109,8,477.666,2,0.15,84.294
SO - 0009639,WARE-UHY1004,07-09-2017,09-09-2017,Office Supplies,Online,USD,28,22,297,11,16.9,5,0,7.774
SO - 0009640,WARE-NMK1003,07-09-2017,09-09-2017,Office Supplies,Online,USD,18,28,114,4,39.96,2,0,18.7812
SO - 0009641,WARE-PUJ1005,11-05-2015,16-05-2015,Furniture,In-Store,USD,27,28,138,10,191.968,7,0.2,16.7972
SO - 0009642,WARE-PUJ1005,06-08-2015,10-08-2015,Office Supplies,Online,USD,23,40,148,41,35.52,3,0.2,13.32
SO - 0009643,WARE-NMK1003,06-08-2015,10-08-2015,Office Supplies,Online,USD,16,3,309,11,6.23,5,0.8,-9.6565
SO - 0009644,WARE-XYS1001,06-08-2015,10-08-2015,Office Supplies,Online,USD,12,21,151,44,56.704,2,0.2,19.1376
SO - 0009645,WARE-UHY1004,06-08-2015,10-08-2015,Furniture,In-Store,USD,25,3,266,22,369.1992,3,0.32,-114.0174
SO - 0009646,WARE-XYS1001,29-10-2014,02-11-2014,Technology,Wholesale,USD,4,16,242,2,1.98,2,0,0.891
SO - 0009647,WARE-UHY1004,29-10-2014,02-11-2014,Office Supplies,Online,USD,17,31,150,12,75.88,2,0,35.6636
SO - 0009648,WARE-NMK1003,18-06-2016,20-06-2016,Office Supplies,Online,USD,24,26,349,30,6.848,2,0.2,2.14
SO - 0009649,WARE-XYS1001,18-06-2016,20-06-2016,Office Supplies,Online,USD,12,30,237,11,4.626,2,0.7,-3.855
